date,platform,audience,campaign_id,ad_group_id,ad_group_name,placement_name,creative_id,creative_name,creative_format,clicks,impressions,spend,conversions,ctr,cpc,cpm,roas,canonical_campaign,campaign_name
2024-06-08,Cm360,Engagement Seekers,CM360_CAMP_090,CM360_GRP_002,Cm360 Group 12,Cm360 Placement 44,CRT_0136,Creative Variant 163,HTML5,0,4,3069.83,0,0.0435,16882.03,700000.0,2.0,CM360_2024,FreshNest Back to School
2024-06-08,Sa360,Search Users,SA360_CAMP_076,SA360_GRP_001,Sa360 Group 7,Sa360 Placement 42,CRT_0084,Creative Variant 6,VIDEO,0,0,1370.2,0,0.0175,77340.17,1500000.0,1.95,SA360_2024,FreshNest Back to School
2024-06-08,Meta,Recipe Seekers,META_CAMP_040,META_GRP_003,Meta Group 2,Meta Placement 48,CRT_0176,Creative Variant 166,STATIC,0,1,1548.7,0,0.0737,10856.01,800000.0,1.47,META_2024,FreshNest Holiday Recipes
2024-06-08,Amazon,Deal Hunters,AMAZON_CAMP_098,AMAZON_GRP_015,Amazon Group 18,Amazon Placement 25,CRT_0134,Creative Variant 67,STATIC,0,0,1643.2,0,0.0116,154664.87,1800000.0,4.91,AMAZON_2024,FreshNest Holiday Recipes
2024-06-08,Tradedesk,Retargeting Audience,TRADEDESK_CAMP_034,TRADEDESK_GRP_003,Tradedesk Group 3,Tradedesk Placement 25,CRT_0049,Creative Variant 112,STATIC,0,2,1341.18,0,0.0681,8814.63,600000.0,3.82,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-08,Meta,Food Enthusiasts,META_CAMP_048,META_GRP_001,Meta Group 6,Meta Placement 46,CRT_0022,Creative Variant 107,HTML5,0,2,1751.87,0,0.0336,25025.05,800000.0,2.37,META_2024,FreshNest Pantry Staples
2024-06-08,Dv360,Convenience Buyers,DV360_CAMP_059,DV360_GRP_007,Dv360 Group 1,Dv360 Placement 46,CRT_0049,Creative Variant 132,VIDEO,0,0,1061.62,0,0.0181,59701.7,1200000.0,2.28,DV360_2024,FreshNest Pantry Staples
2024-06-08,Cm360,Trend Setters,CM360_CAMP_059,CM360_GRP_005,Cm360 Group 19,Cm360 Placement 24,CRT_0149,Creative Variant 28,HTML5,0,0,694.15,0,0.0175,41970.85,700000.0,1.99,CM360_2024,FreshNest Pantry Staples
2024-06-09,Meta,Food Enthusiasts,META_CAMP_070,META_GRP_017,Meta Group 3,Meta Placement 23,CRT_0081,Creative Variant 44,STATIC,0,4,3246.94,0,0.0389,20591.28,800000.0,3.75,META_2024,FreshNest Summer Grilling
2024-06-09,Dv360,Tech-Savvy Consumers,DV360_CAMP_056,DV360_GRP_007,Dv360 Group 13,Dv360 Placement 11,CRT_0133,Creative Variant 107,STATIC,0,0,496.04,0,0.0409,29342.94,1200000.0,4.48,DV360_2024,FreshNest Summer Grilling
2024-06-09,Amazon,Frequent Shoppers,AMAZON_CAMP_084,AMAZON_GRP_019,Amazon Group 5,Amazon Placement 49,CRT_0087,Creative Variant 24,CAROUSEL,0,1,2280.32,0,0.0377,54916.02,1800000.0,3.05,AMAZON_2024,FreshNest Summer Grilling
2024-06-09,Meta,Health Conscious,META_CAMP_093,META_GRP_013,Meta Group 18,Meta Placement 5,CRT_0069,Creative Variant 196,STATIC,0,0,246.89,0,0.0474,16867.56,800000.0,1.98,META_2024,FreshNest Back to School
2024-06-09,Dv360,Urban Professionals,DV360_CAMP_082,DV360_GRP_006,Dv360 Group 5,Dv360 Placement 4,CRT_0124,Creative Variant 164,CAROUSEL,0,1,1438.67,0,0.0247,55859.98,1200000.0,2.12,DV360_2024,FreshNest Back to School
2024-06-09,Cm360,Influencer Followers,CM360_CAMP_062,CM360_GRP_004,Cm360 Group 11,Cm360 Placement 27,CRT_0122,Creative Variant 161,VIDEO,0,0,539.02,0,0.0361,17456.55,700000.0,2.42,CM360_2024,FreshNest Back to School
2024-06-09,Sa360,Search Users,SA360_CAMP_073,SA360_GRP_016,Sa360 Group 3,Sa360 Placement 26,CRT_0015,Creative Variant 173,CAROUSEL,0,1,2760.46,0,0.0256,67407.07,1500000.0,2.58,SA360_2024,FreshNest Back to School
2024-06-09,Meta,Busy Professionals,META_CAMP_039,META_GRP_016,Meta Group 1,Meta Placement 50,CRT_0032,Creative Variant 147,CAROUSEL,0,1,1394.27,0,0.0327,28122.66,800000.0,3.97,META_2024,FreshNest Holiday Recipes
2024-06-09,Amazon,Prime Members,AMAZON_CAMP_072,AMAZON_GRP_019,Amazon Group 10,Amazon Placement 7,CRT_0120,Creative Variant 57,HTML5,0,0,1213.54,0,0.013,145098.73,1800000.0,4.0,AMAZON_2024,FreshNest Holiday Recipes
2024-06-09,Tradedesk,Cross-Device Users,TRADEDESK_CAMP_033,TRADEDESK_GRP_010,Tradedesk Group 9,Tradedesk Placement 42,CRT_0138,Creative Variant 174,STATIC,0,0,0,0,0.0875,0.6,0,2.31,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-09,Meta,Food Enthusiasts,META_CAMP_073,META_GRP_017,Meta Group 8,Meta Placement 2,CRT_0076,Creative Variant 36,HTML5,0,2,2244.9,0,0.042,19995.54,800000.0,1.95,META_2024,FreshNest Pantry Staples
2024-06-09,Dv360,Urban Professionals,DV360_CAMP_098,DV360_GRP_007,Dv360 Group 13,Dv360 Placement 29,CRT_0134,Creative Variant 186,CAROUSEL,0,1,2158.1,0,0.0273,50462.13,1200000.0,2.87,DV360_2024,FreshNest Pantry Staples
2024-06-09,Cm360,Brand Loyalists,CM360_CAMP_011,CM360_GRP_005,Cm360 Group 4,Cm360 Placement 24,CRT_0070,Creative Variant 145,CAROUSEL,0,3,2716.12,0,0.0328,24537.64,700000.0,2.61,CM360_2024,FreshNest Pantry Staples
2024-06-10,Meta,Family Planners,META_CAMP_028,META_GRP_008,Meta Group 16,Meta Placement 35,CRT_0096,Creative Variant 112,STATIC,0,4,3328.12,0,0.0379,21134.16,800000.0,2.03,META_2024,FreshNest Summer Grilling
2024-06-10,Dv360,Convenience Buyers,DV360_CAMP_048,DV360_GRP_006,Dv360 Group 11,Dv360 Placement 38,CRT_0165,Creative Variant 102,STATIC,0,1,2066.92,0,0.0496,24191.4,1200000.0,4.57,DV360_2024,FreshNest Summer Grilling
2024-06-10,Amazon,Product Researchers,AMAZON_CAMP_055,AMAZON_GRP_001,Amazon Group 4,Amazon Placement 29,CRT_0125,Creative Variant 10,STATIC,0,1,2882.39,0,0.0485,37121.14,1800000.0,4.39,AMAZON_2024,FreshNest Summer Grilling
2024-06-10,Meta,Health Conscious,META_CAMP_012,META_GRP_018,Meta Group 11,Meta Placement 15,CRT_0137,Creative Variant 83,STATIC,0,2,2006.81,0,0.014,57142.92,800000.0,3.89,META_2024,FreshNest Back to School
2024-06-10,Dv360,Quality Seekers,DV360_CAMP_015,DV360_GRP_013,Dv360 Group 17,Dv360 Placement 14,CRT_0142,Creative Variant 79,VIDEO,0,1,1206.27,0,0.0269,40100.13,1200000.0,3.52,DV360_2024,FreshNest Back to School
2024-06-10,Cm360,Trend Setters,CM360_CAMP_032,CM360_GRP_007,Cm360 Group 15,Cm360 Placement 8,CRT_0040,Creative Variant 119,VIDEO,0,0,171.47,0,0.0608,10362.29,700000.0,3.84,CM360_2024,FreshNest Back to School
2024-06-10,Sa360,Search Users,SA360_CAMP_063,SA360_GRP_007,Sa360 Group 14,Sa360 Placement 24,CRT_0160,Creative Variant 93,CAROUSEL,0,3,4691.71,0,0.0327,52781.68,1500000.0,4.28,SA360_2024,FreshNest Back to School
2024-06-10,Meta,Budget Shoppers,META_CAMP_013,META_GRP_003,Meta Group 19,Meta Placement 48,CRT_0103,Creative Variant 13,HTML5,0,1,1165.79,0,0.0428,19647.91,800000.0,1.89,META_2024,FreshNest Holiday Recipes
2024-06-10,Amazon,Prime Members,AMAZON_CAMP_073,AMAZON_GRP_007,Amazon Group 19,Amazon Placement 30,CRT_0088,Creative Variant 103,VIDEO,0,0,880.02,0,0.0245,66229.38,1800000.0,4.8,AMAZON_2024,FreshNest Holiday Recipes
2024-06-10,Tradedesk,Data-Driven Consumers,TRADEDESK_CAMP_038,TRADEDESK_GRP_002,Tradedesk Group 4,Tradedesk Placement 28,CRT_0094,Creative Variant 10,VIDEO,0,3,2012.6,0,0.0916,5897.92,600000.0,2.46,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-10,Meta,Home Cooks,META_CAMP_060,META_GRP_006,Meta Group 18,Meta Placement 8,CRT_0155,Creative Variant 71,VIDEO,0,1,1190.82,0,0.0089,80559.36,800000.0,2.76,META_2024,FreshNest Pantry Staples
2024-06-10,Dv360,Urban Professionals,DV360_CAMP_029,DV360_GRP_009,Dv360 Group 15,Dv360 Placement 8,CRT_0101,Creative Variant 190,STATIC,0,2,3484.48,0,0.0333,35987.47,1200000.0,2.94,DV360_2024,FreshNest Pantry Staples
2024-06-10,Cm360,Social Media Active,CM360_CAMP_082,CM360_GRP_006,Cm360 Group 13,Cm360 Placement 45,CRT_0123,Creative Variant 35,HTML5,0,2,1705.63,0,0.0473,15527.79,700000.0,2.17,CM360_2024,FreshNest Pantry Staples
2024-06-11,Meta,Busy Professionals,META_CAMP_044,META_GRP_001,Meta Group 6,Meta Placement 30,CRT_0147,Creative Variant 55,CAROUSEL,0,1,1545.18,0,0.064,14375.04,800000.0,4.13,META_2024,FreshNest Summer Grilling
2024-06-11,Dv360,High-Income Households,DV360_CAMP_044,DV360_GRP_020,Dv360 Group 10,Dv360 Placement 40,CRT_0127,Creative Variant 195,CAROUSEL,0,1,1932.35,0,0.0648,21280.06,1200000.0,4.18,DV360_2024,FreshNest Summer Grilling
2024-06-11,Amazon,Cross-Category Buyers,AMAZON_CAMP_016,AMAZON_GRP_018,Amazon Group 14,Amazon Placement 43,CRT_0148,Creative Variant 192,STATIC,0,1,2011.71,0,0.047,38292.0,1800000.0,2.76,AMAZON_2024,FreshNest Summer Grilling
2024-06-11,Meta,Health Conscious,META_CAMP_063,META_GRP_002,Meta Group 12,Meta Placement 2,CRT_0198,Creative Variant 87,CAROUSEL,0,0,699.35,0,0.061,15078.14,800000.0,3.25,META_2024,FreshNest Back to School
2024-06-11,Dv360,Tech-Savvy Consumers,DV360_CAMP_067,DV360_GRP_005,Dv360 Group 16,Dv360 Placement 19,CRT_0031,Creative Variant 33,HTML5,0,2,2751.96,0,0.0323,39036.43,1200000.0,4.72,DV360_2024,FreshNest Back to School
2024-06-11,Cm360,Brand Loyalists,CM360_CAMP_029,CM360_GRP_007,Cm360 Group 9,Cm360 Placement 5,CRT_0095,Creative Variant 53,VIDEO,0,8,5600.43,0,0.0644,9782.93,700000.0,2.89,CM360_2024,FreshNest Back to School
2024-06-11,Sa360,Search Users,SA360_CAMP_070,SA360_GRP_018,Sa360 Group 9,Sa360 Placement 9,CRT_0149,Creative Variant 83,VIDEO,0,2,3088.85,0,0.0141,95551.59,1500000.0,6.4,SA360_2024,FreshNest Back to School
2024-06-11,Meta,Food Enthusiasts,META_CAMP_043,META_GRP_002,Meta Group 14,Meta Placement 18,CRT_0118,Creative Variant 184,VIDEO,0,1,1004.49,0,0.0414,17391.9,800000.0,1.57,META_2024,FreshNest Holiday Recipes
2024-06-11,Amazon,Deal Hunters,AMAZON_CAMP_039,AMAZON_GRP_004,Amazon Group 13,Amazon Placement 44,CRT_0148,Creative Variant 8,VIDEO,0,0,868.35,0,0.0275,58845.35,1800000.0,4.03,AMAZON_2024,FreshNest Holiday Recipes
2024-06-11,Tradedesk,Behavioral Targets,TRADEDESK_CAMP_024,TRADEDESK_GRP_014,Tradedesk Group 16,Tradedesk Placement 14,CRT_0005,Creative Variant 54,CAROUSEL,0,1,908.15,0,0.0723,9541.1,600000.0,2.6,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-11,Meta,Recipe Seekers,META_CAMP_036,META_GRP_012,Meta Group 18,Meta Placement 19,CRT_0135,Creative Variant 168,HTML5,0,1,831.28,0,0.0825,10182.31,800000.0,2.67,META_2024,FreshNest Pantry Staples
2024-06-11,Dv360,Urban Professionals,DV360_CAMP_043,DV360_GRP_018,Dv360 Group 15,Dv360 Placement 40,CRT_0002,Creative Variant 169,HTML5,0,1,2219.43,0,0.0232,54416.24,1200000.0,4.35,DV360_2024,FreshNest Pantry Staples
2024-06-11,Cm360,Engagement Seekers,CM360_CAMP_015,CM360_GRP_013,Cm360 Group 12,Cm360 Placement 35,CRT_0109,Creative Variant 171,CAROUSEL,0,3,2377.16,0,0.0932,8637.92,700000.0,4.26,CM360_2024,FreshNest Pantry Staples
2024-06-12,Meta,Parents 25-45,META_CAMP_046,META_GRP_006,Meta Group 11,Meta Placement 16,CRT_0176,Creative Variant 5,CAROUSEL,0,0,268.76,0,0.0364,25284.42,800000.0,2.76,META_2024,FreshNest Summer Grilling
2024-06-12,Dv360,Tech-Savvy Consumers,DV360_CAMP_053,DV360_GRP_017,Dv360 Group 3,Dv360 Placement 49,CRT_0098,Creative Variant 16,CAROUSEL,0,1,1683.97,0,0.0641,21525.48,1200000.0,3.54,DV360_2024,FreshNest Summer Grilling
2024-06-12,Amazon,Frequent Shoppers,AMAZON_CAMP_073,AMAZON_GRP_015,Amazon Group 14,Amazon Placement 27,CRT_0018,Creative Variant 24,STATIC,0,1,2097.69,0,0.0468,38492.01,1800000.0,2.16,AMAZON_2024,FreshNest Summer Grilling
2024-06-12,Meta,Budget Shoppers,META_CAMP_020,META_GRP_013,Meta Group 16,Meta Placement 2,CRT_0045,Creative Variant 176,STATIC,0,3,2854.59,0,0.0221,36251.51,800000.0,1.89,META_2024,FreshNest Back to School
2024-06-12,Dv360,Quality Seekers,DV360_CAMP_099,DV360_GRP_018,Dv360 Group 10,Dv360 Placement 43,CRT_0050,Creative Variant 133,STATIC,0,1,1890.16,0,0.0261,46026.53,1200000.0,4.48,DV360_2024,FreshNest Back to School
2024-06-12,Cm360,Brand Loyalists,CM360_CAMP_031,CM360_GRP_003,Cm360 Group 12,Cm360 Placement 41,CRT_0026,Creative Variant 152,STATIC,0,7,5081.71,0,0.063,11108.19,700000.0,2.05,CM360_2024,FreshNest Back to School
2024-06-12,Sa360,Search Users,SA360_CAMP_061,SA360_GRP_006,Sa360 Group 20,Sa360 Placement 44,CRT_0166,Creative Variant 146,VIDEO,0,1,2870.5,0,0.0328,41154.88,1500000.0,5.18,SA360_2024,FreshNest Back to School
2024-06-12,Meta,Recipe Seekers,META_CAMP_038,META_GRP_017,Meta Group 14,Meta Placement 7,CRT_0170,Creative Variant 156,HTML5,0,1,1003.88,0,0.0683,12290.86,800000.0,2.91,META_2024,FreshNest Holiday Recipes
2024-06-12,Amazon,Deal Hunters,AMAZON_CAMP_054,AMAZON_GRP_012,Amazon Group 19,Amazon Placement 43,CRT_0163,Creative Variant 21,STATIC,0,0,1089.11,0,0.039,46135.51,1800000.0,2.51,AMAZON_2024,FreshNest Holiday Recipes
2024-06-12,Tradedesk,Data-Driven Consumers,TRADEDESK_CAMP_059,TRADEDESK_GRP_008,Tradedesk Group 9,Tradedesk Placement 19,CRT_0166,Creative Variant 98,VIDEO,0,1,984.72,0,0.0839,6436.74,600000.0,2.17,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-12,Meta,Busy Professionals,META_CAMP_097,META_GRP_010,Meta Group 19,Meta Placement 4,CRT_0130,Creative Variant 19,CAROUSEL,0,3,3089.94,0,0.0388,23691.83,800000.0,3.88,META_2024,FreshNest Pantry Staples
2024-06-12,Dv360,Quality Seekers,DV360_CAMP_098,DV360_GRP_001,Dv360 Group 18,Dv360 Placement 9,CRT_0197,Creative Variant 98,CAROUSEL,0,1,1389.44,0,0.0327,42148.91,1200000.0,2.54,DV360_2024,FreshNest Pantry Staples
2024-06-12,Cm360,Engagement Seekers,CM360_CAMP_088,CM360_GRP_008,Cm360 Group 6,Cm360 Placement 44,CRT_0035,Creative Variant 14,CAROUSEL,0,2,2094.2,0,0.0337,23872.8,700000.0,0.62,CM360_2024,FreshNest Pantry Staples
2024-06-13,Meta,Home Cooks,META_CAMP_095,META_GRP_017,Meta Group 5,Meta Placement 30,CRT_0065,Creative Variant 24,VIDEO,0,2,2134.53,0,0.0388,18575.41,800000.0,3.21,META_2024,FreshNest Summer Grilling
2024-06-13,Dv360,High-Income Households,DV360_CAMP_081,DV360_GRP_018,Dv360 Group 1,Dv360 Placement 10,CRT_0162,Creative Variant 11,STATIC,0,1,1758.4,0,0.0277,43255.97,1200000.0,2.99,DV360_2024,FreshNest Summer Grilling
2024-06-13,Amazon,Frequent Shoppers,AMAZON_CAMP_087,AMAZON_GRP_007,Amazon Group 20,Amazon Placement 45,CRT_0181,Creative Variant 30,VIDEO,0,1,2176.76,0,0.0203,79941.57,1800000.0,6.46,AMAZON_2024,FreshNest Summer Grilling
2024-06-13,Meta,Food Enthusiasts,META_CAMP_024,META_GRP_010,Meta Group 4,Meta Placement 19,CRT_0050,Creative Variant 190,HTML5,0,0,0,0,0.0187,0.8,0,4.03,META_2024,FreshNest Back to School
2024-06-13,Dv360,Tech-Savvy Consumers,DV360_CAMP_068,DV360_GRP_011,Dv360 Group 12,Dv360 Placement 6,CRT_0151,Creative Variant 29,HTML5,0,3,3858.97,0,0.0316,39849.15,1200000.0,3.99,DV360_2024,FreshNest Back to School
2024-06-13,Cm360,Brand Loyalists,CM360_CAMP_056,CM360_GRP_012,Cm360 Group 18,Cm360 Placement 11,CRT_0008,Creative Variant 140,VIDEO,0,2,2050.67,0,0.0164,38341.61,700000.0,2.61,CM360_2024,FreshNest Back to School
2024-06-13,Sa360,Search Users,SA360_CAMP_078,SA360_GRP_014,Sa360 Group 12,Sa360 Placement 50,CRT_0119,Creative Variant 102,STATIC,0,2,4322.15,0,0.0381,39417.73,1500000.0,4.7,SA360_2024,FreshNest Back to School
2024-06-13,Meta,Home Cooks,META_CAMP_092,META_GRP_002,Meta Group 12,Meta Placement 31,CRT_0156,Creative Variant 12,VIDEO,0,1,1139.51,0,0.0498,14454.84,800000.0,3.63,META_2024,FreshNest Holiday Recipes
2024-06-13,Amazon,One-Click Shoppers,AMAZON_CAMP_010,AMAZON_GRP_004,Amazon Group 12,Amazon Placement 37,CRT_0148,Creative Variant 57,VIDEO,0,0,875.33,0,0.0405,39958.57,1800000.0,1.59,AMAZON_2024,FreshNest Holiday Recipes
2024-06-13,Tradedesk,Behavioral Targets,TRADEDESK_CAMP_094,TRADEDESK_GRP_005,Tradedesk Group 2,Tradedesk Placement 33,CRT_0175,Creative Variant 106,STATIC,0,2,1721.74,0,0.0473,12692.07,600000.0,2.3,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-13,Meta,Budget Shoppers,META_CAMP_058,META_GRP_015,Meta Group 18,Meta Placement 15,CRT_0154,Creative Variant 98,CAROUSEL,0,1,1348.03,0,0.0654,14067.28,800000.0,4.17,META_2024,FreshNest Pantry Staples
2024-06-13,Dv360,Premium Shoppers,DV360_CAMP_039,DV360_GRP_002,Dv360 Group 4,Dv360 Placement 44,CRT_0002,Creative Variant 108,HTML5,0,1,2028.97,0,0.0842,14966.57,1200000.0,6.43,DV360_2024,FreshNest Pantry Staples
2024-06-13,Cm360,Content Consumers,CM360_CAMP_091,CM360_GRP_017,Cm360 Group 8,Cm360 Placement 37,CRT_0173,Creative Variant 171,STATIC,0,2,1671.64,0,0.0553,12655.87,700000.0,5.21,CM360_2024,FreshNest Pantry Staples
2024-06-14,Meta,Parents 25-45,META_CAMP_042,META_GRP_016,Meta Group 12,Meta Placement 3,CRT_0051,Creative Variant 104,STATIC,0,2,2354.88,0,0.0111,71811.5,800000.0,3.17,META_2024,FreshNest Summer Grilling
2024-06-14,Dv360,Quality Seekers,DV360_CAMP_073,DV360_GRP_004,Dv360 Group 12,Dv360 Placement 2,CRT_0010,Creative Variant 141,HTML5,0,2,2689.86,0,0.0345,36543.3,1200000.0,3.08,DV360_2024,FreshNest Summer Grilling
2024-06-14,Amazon,Product Researchers,AMAZON_CAMP_033,AMAZON_GRP_019,Amazon Group 7,Amazon Placement 4,CRT_0021,Creative Variant 195,VIDEO,0,0,1696.77,0,0.0321,50416.08,1800000.0,3.81,AMAZON_2024,FreshNest Summer Grilling
2024-06-14,Meta,Budget Shoppers,META_CAMP_048,META_GRP_007,Meta Group 4,Meta Placement 18,CRT_0157,Creative Variant 122,STATIC,0,5,4661.74,0,0.0175,45770.11,800000.0,2.83,META_2024,FreshNest Back to School
2024-06-14,Dv360,Tech-Savvy Consumers,DV360_CAMP_077,DV360_GRP_001,Dv360 Group 10,Dv360 Placement 41,CRT_0084,Creative Variant 27,VIDEO,0,4,5993.42,0,0.0331,32592.37,1200000.0,4.4,DV360_2024,FreshNest Back to School
2024-06-14,Cm360,Engagement Seekers,CM360_CAMP_026,CM360_GRP_004,Cm360 Group 20,Cm360 Placement 40,CRT_0052,Creative Variant 197,CAROUSEL,0,8,5933.87,0,0.0626,12861.19,700000.0,4.47,CM360_2024,FreshNest Back to School
2024-06-14,Sa360,Search Users,SA360_CAMP_027,SA360_GRP_001,Sa360 Group 18,Sa360 Placement 27,CRT_0187,Creative Variant 67,CAROUSEL,0,3,5144.57,0,0.0392,43982.59,1500000.0,5.14,SA360_2024,FreshNest Back to School
2024-06-14,Meta,Family Planners,META_CAMP_060,META_GRP_011,Meta Group 4,Meta Placement 22,CRT_0103,Creative Variant 145,HTML5,0,0,645.06,0,0.0148,56892.88,800000.0,1.38,META_2024,FreshNest Holiday Recipes
2024-06-14,Amazon,Deal Hunters,AMAZON_CAMP_053,AMAZON_GRP_016,Amazon Group 2,Amazon Placement 15,CRT_0055,Creative Variant 86,CAROUSEL,0,0,996.67,0,0.0342,60469.84,1800000.0,1.82,AMAZON_2024,FreshNest Holiday Recipes
2024-06-14,Tradedesk,Cross-Device Users,TRADEDESK_CAMP_029,TRADEDESK_GRP_012,Tradedesk Group 17,Tradedesk Placement 12,CRT_0172,Creative Variant 12,VIDEO,0,1,805.54,0,0.0316,17072.82,600000.0,3.16,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-14,Meta,Busy Professionals,META_CAMP_035,META_GRP_003,Meta Group 5,Meta Placement 7,CRT_0151,Creative Variant 178,STATIC,0,0,351.19,0,0.0308,25932.08,800000.0,1.87,META_2024,FreshNest Pantry Staples
2024-06-14,Dv360,High-Income Households,DV360_CAMP_010,DV360_GRP_001,Dv360 Group 3,Dv360 Placement 25,CRT_0173,Creative Variant 17,HTML5,0,0,438.57,0,0.044,28638.12,1200000.0,2.06,DV360_2024,FreshNest Pantry Staples
2024-06-14,Cm360,Brand Loyalists,CM360_CAMP_052,CM360_GRP_010,Cm360 Group 12,Cm360 Placement 11,CRT_0130,Creative Variant 182,CAROUSEL,0,1,748.85,0,0.0301,26763.22,700000.0,2.52,CM360_2024,FreshNest Pantry Staples
2024-06-15,Meta,Busy Professionals,META_CAMP_039,META_GRP_008,Meta Group 11,Meta Placement 32,CRT_0138,Creative Variant 81,VIDEO,0,2,1892.52,0,0.0633,11371.67,800000.0,3.38,META_2024,FreshNest Summer Grilling
2024-06-15,Dv360,High-Income Households,DV360_CAMP_051,DV360_GRP_012,Dv360 Group 7,Dv360 Placement 10,CRT_0198,Creative Variant 62,VIDEO,0,2,2511.57,0,0.0463,23301.33,1200000.0,1.97,DV360_2024,FreshNest Summer Grilling
2024-06-15,Amazon,Frequent Shoppers,AMAZON_CAMP_096,AMAZON_GRP_014,Amazon Group 13,Amazon Placement 2,CRT_0110,Creative Variant 181,STATIC,0,1,2133.72,0,0.0191,94314.34,1800000.0,3.28,AMAZON_2024,FreshNest Summer Grilling
2024-06-15,Meta,Busy Professionals,META_CAMP_023,META_GRP_005,Meta Group 7,Meta Placement 48,CRT_0081,Creative Variant 116,HTML5,0,6,5214.07,0,0.0287,29318.51,800000.0,2.97,META_2024,FreshNest Back to School
2024-06-15,Dv360,High-Income Households,DV360_CAMP_012,DV360_GRP_010,Dv360 Group 10,Dv360 Placement 7,CRT_0025,Creative Variant 97,HTML5,0,2,3510.24,0,0.0568,22196.45,1200000.0,5.13,DV360_2024,FreshNest Back to School
2024-06-15,Cm360,Influencer Followers,CM360_CAMP_027,CM360_GRP_002,Cm360 Group 8,Cm360 Placement 47,CRT_0165,Creative Variant 172,STATIC,0,3,2548.39,0,0.0303,23081.55,700000.0,2.78,CM360_2024,FreshNest Back to School
2024-06-15,Sa360,Search Users,SA360_CAMP_093,SA360_GRP_009,Sa360 Group 7,Sa360 Placement 12,CRT_0096,Creative Variant 120,CAROUSEL,0,3,5381.94,0,0.0739,23345.9,1500000.0,2.73,SA360_2024,FreshNest Back to School
2024-06-15,Meta,Budget Shoppers,META_CAMP_037,META_GRP_017,Meta Group 7,Meta Placement 31,CRT_0058,Creative Variant 91,CAROUSEL,0,1,1422.03,0,0.1001,9189.08,800000.0,4.37,META_2024,FreshNest Holiday Recipes
2024-06-15,Amazon,Prime Members,AMAZON_CAMP_074,AMAZON_GRP_012,Amazon Group 18,Amazon Placement 48,CRT_0055,Creative Variant 153,VIDEO,0,0,816.72,0,0.0367,44175.15,1800000.0,4.53,AMAZON_2024,FreshNest Holiday Recipes
2024-06-15,Tradedesk,Lookalike Segments,TRADEDESK_CAMP_097,TRADEDESK_GRP_010,Tradedesk Group 2,Tradedesk Placement 32,CRT_0190,Creative Variant 76,VIDEO,0,2,1709.33,0,0.0224,24071.83,600000.0,1.61,TRADEDESK_2024,FreshNest Holiday Recipes
2024-06-15,Meta,Family Planners,META_CAMP_093,META_GRP_008,Meta Group 20,Meta Placement 23,CRT_0035,Creative Variant 197,VIDEO,0,2,2252.81,0,0.0556,12960.47,800000.0,4.05,META_2024,FreshNest Pantry Staples
